Time [s],Channel 0,Channel 1,Channel 2
0.524422560,0,0,0
0.524422880,0,1,0
0.524423200,0,0,0
0.524423520,0,1,0
0.524423840,0,0,0
0.524424160,0,1,0
0.524424480,0,0,0
0.524424800,0,1,0
0.524425280,0,0,0
0.524425600,0,1,0
0.524425920,0,0,0
0.524426240,0,1,0
0.524426560,0,0,0
0.524426880,0,1,0
0.524427200,0,0,1
0.524427520,0,1,1
0.524427840,0,0,1
0.524428160,0,1,1
0.524428480,0,0,1
0.524428640,0,0,0
0.524428800,0,1,0
0.524429280,0,0,0
0.524429600,0,1,0
0.524429920,0,0,0
0.524430240,0,1,0
0.524430560,0,0,1
0.524430880,0,1,1
0.524431200,0,0,0
0.524431520,0,1,0
0.524431840,0,0,0
0.524432160,0,1,0
0.524432480,0,0,0
0.524432800,0,1,0
0.524433280,0,0,0
0.524433600,0,1,0
0.524433920,0,0,0
0.524434240,0,1,0
0.524434560,0,0,0
0.524434880,0,1,0
0.524435200,0,0,0
0.524435520,0,1,0
0.524435840,0,0,1
0.524436160,0,1,1
0.524436480,0,0,1
0.524436640,0,0,0
0.524436800,0,1,0
0.524437280,0,0,0
0.524437600,0,1,0
0.524437920,0,0,0
0.524438240,0,1,0
0.524438560,0,0,0
0.524438880,0,1,0
0.524439200,0,0,0
0.524439520,0,1,0
0.524439840,0,0,1
0.524440160,0,1,1
0.524440480,0,0,1
0.524440800,0,1,1
0.524441280,0,0,0
0.524441600,0,1,0
0.524441920,0,0,1
0.524442240,0,1,1
0.524442560,0,0,0
0.524442880,0,1,0
0.524443200,0,0,0
0.524443520,0,1,0
0.524694560,0,0,0
0.524694880,0,1,0
0.524695200,0,0,0
0.524695520,0,1,0
0.524695840,0,0,0
0.524696160,0,1,0
0.524696480,0,0,0
0.524696800,0,1,0
0.524697280,1,0,1
0.524697600,1,1,1
0.524697920,0,0,0
0.524698240,0,1,0
0.524698560,0,0,1
0.524698880,0,1,1
0.524699200,0,0,1
0.524699520,0,1,1
0.524699840,0,0,0
0.524700160,0,1,0
0.524700480,0,0,0
0.524700800,0,1,0
0.524701280,0,0,0
0.524701600,0,1,0
0.524701920,0,0,0
0.524702240,0,1,0
0.524702560,0,0,0
0.524702880,0,1,0
0.524703200,0,0,0
0.524703520,0,1,0
0.524703840,0,0,0
0.524704160,0,1,0
0.524704480,0,0,0
